message_key,english,current_translation,reviewer,status,proposed_translation,notes
ui.this.adapter.has.never.run.against.its.provider.in.this.ae3871c2,"This adapter has never run against its provider in this build. Treat anything below as illustrative, not as a transcript.",لم يعمل هذا المحول مع مزوّده في هذا البناء. اعتبر ما يلي توضيحياً وليس نصاً مفرّغاً.,,Pending,,
api.message.82bc3ebce796,This change requires an administrator.,يتطلب هذا التغيير مسؤولًا.,,Pending,,
api.message.3a7e2a11ea57,This demo supports 100 links per record.,يدعم هذا العرض 100 رابط لكل سجل.,,Pending,,
api.message.9abebc6b02ef,This demo supports 20 attachments per record.,يدعم هذا العرض 20 مرفقًا لكل سجل.,,Pending,,
api.message.b300d15ae4d4,This demo supports 200 comments per record.,يدعم هذا العرض 200 تعليق لكل سجل.,,Pending,,
ui.this.derives.a.level.from.what.is.already.documented.78e65b86,This derives a level from what is already documented.,يستنتج مستوى مما وُثّق بالفعل.,,Pending,,
This device,This device,هذا الجهاز,,Pending,,
ui.this.document.is.a.tax.invoice.issued.under.uae.vat.rule.fc5e9d6b,This document is a tax invoice issued under UAE VAT rules. Values are expressed in AED.,هذا المستند فاتورة ضريبية صادرة وفق قواعد ضريبة القيمة المضافة الإماراتية. القيم بالدرهم الإماراتي.,,Pending,,
This field is required.,This field is required.,هذا الحقل مطلوب.,,Pending,,
api.message.2a46ded27457,This import identifier has already been used.,تم استخدام معرّف الاستيراد هذا مسبقًا.,,Pending,,
This is a clinical use case. I confirm the fields above may be sent for record,This is a clinical use case. I confirm the fields above may be sent for record,هذه حالة استخدام سريرية. أؤكد السماح بإرسال الحقول أعلاه للسجل,,Pending,,
ui.this.is.a.clinical.use.case.i.confirm.the.fields.above.m.f472ba9e,This is a clinical use case. I confirm the fields above may be sent for record ,هذه حالة استخدام سريرية. أؤكد السماح بإرسال الحقول أعلاه للسجل ,,Pending,,
This is not available to your account. Someone with the right permission can open it for you.,This is not available to your account. Someone with the right permission can open it for you.,هذا غير متاح لحسابك. يمكن لصاحب الصلاحية المناسبة فتحه لك.,,Pending,,
ui.this.is.recorded.against.your.account.by.column.never.by.72dc14ba,"This is recorded against your account — by column, never by value.",يُسجل في حسابك حسب العمود وليس حسب القيمة.,,Pending,,
api.message.a446049a1732,This item has already been removed. Refresh the panel.,تمت إزالة هذا العنصر بالفعل. حدّث اللوحة.,,Pending,,
api.message.e308d6ea7237,This operation identifier was already used.,تم استخدام معرّف العملية هذا مسبقًا.,,Pending,,
api.message.6f6495173490,This page does not have an import definition.,لا يوجد تعريف استيراد لهذه الصفحة.,,Pending,,
ui.this.page.is.not.configured.14f9dc66,This page is not configured,هذه الصفحة غير مهيأة,,Pending,,
"This record does not exist, or it has been removed.","This record does not exist, or it has been removed.",السجل غير موجود أو تم حذفه.,,Pending,,
api.message.9260fb90d50d,This record is already linked.,هذا السجل مرتبط بالفعل.,,Pending,,
api.message.ddd2b8b4d7bd,This saved version is already pending or approved.,هذه النسخة المحفوظة قيد الانتظار أو معتمدة بالفعل.,,Pending,,
This should only take a moment.,This should only take a moment.,يستغرق هذا لحظة فقط.,,Pending,,
api.message.f4eb0cf1d3ff,This view changed in another window. Reload the list before trying again.,تغيّر هذا العرض في نافذة أخرى. أعد تحميل القائمة قبل المحاولة.,,Pending,,
ui.this.view.is.not.available.13831e3f,This view is not available,هذا العرض غير متاح,,Pending,,
ui.this.view.was.shared.with.people.who.have.a.different.pe.04f8e47d,This view was shared with people who have a different permission.,تمت مشاركة هذا العرض مع أشخاص لديهم صلاحيات مختلفة.,,Pending,,
Thought,Thought,التفكير,,Pending,,
"Three — 1,200.000","Three — 1,200.000","ثلاثة — 1,200.000",,Pending,,
Thromboembolism risk,Thromboembolism risk,خطر الانصمام الخثاري,,Pending,,
menu.hr.time.label,Time & Leave,الوقت والإجازات,,Pending,,
ui.time.format.80d7dcf2,Time format,تنسيق الوقت,,Pending,,
ui.time.zone.b9fe1464,Time zone,المنطقة الزمنية,,Pending,,
To date,To date,إلى تاريخ,,Pending,,
To my account,To my account,إلى حسابي,,Pending,,
ui.toasts.dd399bac,Toasts,إشعارات منبثقة,,Pending,,
ui.tokens.per.day.7d000080,Tokens per day,الرموز في اليوم,,Pending,,
Tokens today · {day} UTC,Tokens today · {day} UTC,رموز اليوم · {day} UTC,,Pending,,
Top 50 suppliers,Top 50 suppliers,أكبر 50 مورّداً,,Pending,,
Top center,Top center,أعلى الوسط,,Pending,,
Top left,Top left,أعلى اليسار,,Pending,,
Top right,Top right,أعلى اليمين,,Pending,,
ui.total.c9b3c382,Total,الإجمالي,,Pending,,
ui.total.time.on.the.date.of.the.encounter.minutes.da22cb02,Total time on the date of the encounter (minutes),إجمالي الوقت في تاريخ الزيارة (دقائق),,Pending,,
Totals,Totals,المجاميع,,Pending,,
Tour,Tour,جولة,,Pending,,
Trade name,Trade name,الاسم التجاري,,Pending,,
Transactions,Transactions,المعاملات,,Pending,,
menu.hr.transfer.label,Transfer & Promotion,النقل والترقية,,Pending,,
"Transition of care: reconciliation, unresolved issues, safety net.","Transition of care: reconciliation, unresolved issues, safety net.",انتقال الرعاية: المطابقة والمشكلات غير المحلولة وخطة السلامة.,,Pending,,
Transition reconciliation,Transition reconciliation,مطابقة عند الانتقال,,Pending,,
Treatment response,Treatment response,الاستجابة للعلاج,,Pending,,
Trend,Trend,الاتجاه,,Pending,,
ui.try.again.d8b8392e,Try again,حاول مجدداً,,Pending,,
Try changing the search or filters.,Try changing the search or filters.,جرّب تغيير البحث أو الفلاتر.,,Pending,,
ui.trying.3ff51b0b,Trying…,جارٍ المحاولة…,,Pending,,
ui.turn.off.06f0e210,Turn off,إيقاف,,Pending,,
ui.twelve.month.trend.chart.5f2f7a5e,Twelve month trend chart,مخطط اتجاه اثني عشر شهراً,,Pending,,
ui.twelve.month.operating.trend.fce298a1,Twelve-month operating trend,اتجاه العمليات لاثني عشر شهراً,,Pending,,
Two or more self-limited; or one stable chronic; or one acute uncomplicated,Two or more self-limited; or one stable chronic; or one acute uncomplicated,مشكلتان محدودتان ذاتياً أو أكثر؛ أو مرض مزمن مستقر؛ أو مرض حاد غير معقد,,Pending,,
"Two — 1,200.00","Two — 1,200.00","اثنان — 1,200.00",,Pending,,
Type,Type,النوع,,Pending,,
ui.type.068e513f,Type ,النوع ,,Pending,,
Type · Post-discharge,Type · Post-discharge,النوع · بعد الخروج,,Pending,,
Type · Procedure,Type · Procedure,النوع · إجراء,,Pending,,
ui.typography.cab94aba,Typography,الخطوط,,Pending,,
UAE Enterprise,UAE Enterprise,مؤسسات الإمارات,,Pending,,
field.customer.jurisdiction.option.uae-federal,UAE Federal,اتحادي إماراتي,,Pending,,
UAE Federal VAT,UAE Federal VAT,ضريبة القيمة المضافة الاتحادية الإماراتية,,Pending,,
UAE VAT rules passed with no exceptions,UAE VAT rules passed with no exceptions,اجتازت قواعد ضريبة الإمارات دون استثناءات,,Pending,,
menu.library.ui-primitives.label,UI Primitives,عناصر الواجهة الأساسية,,Pending,,
USD — US dollar,USD — US dollar,USD — الدولار الأمريكي,,Pending,,
USD • US Dollar,USD • US Dollar,USD • الدولار الأمريكي,,Pending,,
Undo navigation,Undo navigation,التراجع عن التنقل,,Pending,,
Unexpected text after a closing quote.,Unexpected text after a closing quote.,نص غير متوقع بعد إغلاق الاقتباس.,,Pending,,
ui.unfix.sidebar.fcdb31f7,Unfix sidebar,إلغاء تثبيت الشريط الجانبي,,Pending,,
Unit Cost,Unit Cost,تكلفة الوحدة,,Pending,,
column.drug-master.unitCost.label,Unit cost,تكلفة الوحدة,,Pending,,
menu.supply.uom-master.label,Unit of Measure,وحدة القياس,,Pending,,
Unit price,Unit price,سعر الوحدة,,Pending,,
field.customer.country.option.AE,United Arab Emirates,الإمارات العربية المتحدة,,Pending,,
field.customer.country.option.GB,United Kingdom,المملكة المتحدة,,Pending,,
api.message.0368f2f2c447,Unknown approval action.,إجراء الموافقة غير معروف.,,Pending,,
api.message.a973ef3ea081,Unknown credential scope.,نطاق بيانات الاعتماد غير معروف.,,Pending,,
api.message.f5003afb7710,Unknown import operation.,عملية الاستيراد غير معروفة.,,Pending,,
api.message.500eb14fd034,Unknown panel operation.,عملية اللوحة غير معروفة.,,Pending,,
api.message.adbc9361826f,Unknown prompt.,الموجّه غير معروف.,,Pending,,
api.message.72f49363c1ee,Unknown record panel.,لوحة السجل غير معروفة.,,Pending,,
api.message.4875fa0b83e1,Unknown record route.,مسار السجل غير معروف.,,Pending,,
api.message.b0c9365a80bf,Unknown view operation.,عملية العرض غير معروفة.,,Pending,,
Unmapped default: {value},Unmapped default: {value},القيمة الافتراضية عند عدم الربط: {value},,Pending,,
Unposted journals,Unposted journals,قيود غير مرحّلة,,Pending,,
Unread only,Unread only,غير المقروء فقط,,Pending,,
ui.unread.8abefced,Unread · ,غير مقروء · ,,Pending,,
Unresolved issues,Unresolved issues,المشكلات غير المحلولة,,Pending,,
ui.unsaved.changes.a710c2b9,Unsaved changes,تغييرات غير محفوظة,,Pending,,
ui.unsaved.changes.recovery.pending.f83c324c,Unsaved changes · recovery pending,تغييرات غير محفوظة · الاسترداد معلق,,Pending,,
ui.unset.default.5201a8a8,Unset default,إلغاء الافتراضي,,Pending,,
Unsigned clinical notes,Unsigned clinical notes,ملاحظات سريرية غير موقعة,,Pending,,
